date,component,value
2018-07-08,gdelt_news,0.0565
2018-07-09,gdelt_news,0.049
2018-07-10,gdelt_news,0.0728
2018-07-11,gdelt_news,0.0484
2018-07-12,gdelt_news,0.0527
2018-07-13,gdelt_news,0.0565
2018-07-14,gdelt_news,0.0395
2018-07-15,gdelt_news,0.0792
2018-07-16,gdelt_news,0.1213
2018-07-17,gdelt_news,0.1286
2018-07-18,gdelt_news,0.1178
2018-07-19,gdelt_news,0.1184
2018-07-20,gdelt_news,0.2
2018-07-21,gdelt_news,0.1108
2018-07-22,gdelt_news,0.0973
2018-07-23,gdelt_news,0.0947
2018-07-24,gdelt_news,0.1202
2018-07-25,gdelt_news,0.0507
2018-07-26,gdelt_news,0.0534
2018-07-27,gdelt_news,0.0541
2018-07-28,gdelt_news,0.0701
2018-07-29,gdelt_news,0.0317
2018-07-30,gdelt_news,0.1007
2018-07-31,gdelt_news,0.0941
2018-08-01,gdelt_news,0.1297
2018-08-02,gdelt_news,0.1612
2018-08-03,gdelt_news,0.0676
2018-08-04,gdelt_news,0.0981
2018-08-05,gdelt_news,0.0549
2018-08-06,gdelt_news,0.0537
2018-08-07,gdelt_news,0.0503
2018-08-08,gdelt_news,0.1502
2018-08-09,gdelt_news,0.0562
2018-08-10,gdelt_news,0.1247
2018-08-11,gdelt_news,0.079
2018-08-12,gdelt_news,0.1499
2018-08-13,gdelt_news,0.0614
2018-08-14,gdelt_news,0.0713
2018-08-15,gdelt_news,0.0488
2018-08-16,gdelt_news,0.0892
2018-08-17,gdelt_news,0.0506
2018-08-18,gdelt_news,0.0396
2018-08-19,gdelt_news,0.0393
2018-08-20,gdelt_news,0.0672
2018-08-21,gdelt_news,0.0379
2018-08-22,gdelt_news,0.0734
2018-08-23,gdelt_news,0.1239
2018-08-24,gdelt_news,0.0367
2018-08-25,gdelt_news,0.0339
2018-08-26,gdelt_news,0.0348
2018-08-27,gdelt_news,0.0359
2018-08-28,gdelt_news,0.0621
2018-08-29,gdelt_news,0.1495
2018-08-30,gdelt_news,0.1215
2018-08-31,gdelt_news,0.1527
2018-09-01,gdelt_news,0.0869
2018-09-02,gdelt_news,0.0202
2018-09-03,gdelt_news,0.0323
2018-09-04,gdelt_news,0.4633
2018-09-05,gdelt_news,0.2942
2018-09-06,gdelt_news,0.14
2018-09-07,gdelt_news,0.2091
2018-09-08,gdelt_news,0.2303
2018-09-09,gdelt_news,0.2485
2018-09-10,gdelt_news,0.3091
2018-09-11,gdelt_news,0.1347
2018-09-12,gdelt_news,0.0713
2018-09-13,gdelt_news,0.1173
2018-09-14,gdelt_news,0.1156
2018-09-15,gdelt_news,0.0745
2018-09-16,gdelt_news,0.0979
2018-09-17,gdelt_news,0.1316
2018-09-18,gdelt_news,0.1848
2018-09-19,gdelt_news,0.0543
2018-09-20,gdelt_news,0.0823
2018-09-21,gdelt_news,0.0664
2018-09-22,gdelt_news,0.0611
2018-09-23,gdelt_news,0.0109
2018-09-24,gdelt_news,0.0318
2018-09-25,gdelt_news,0.0517
2018-09-26,gdelt_news,0.0752
2018-09-27,gdelt_news,0.0767
2018-09-28,gdelt_news,0.0313
2018-09-29,gdelt_news,0.0767
2018-09-30,gdelt_news,0.0605
2018-10-01,gdelt_news,0.0337
2018-10-02,gdelt_news,0.1184
2018-10-03,gdelt_news,0.0581
2018-10-04,gdelt_news,0.1279
2018-10-05,gdelt_news,0.0904
2018-10-06,gdelt_news,0.1138
2018-10-07,gdelt_news,0.0294
2018-10-08,gdelt_news,0.0296
2018-10-09,gdelt_news,0.0239
2018-10-10,gdelt_news,0.0349
2018-10-11,gdelt_news,0.0516
2018-10-12,gdelt_news,0.0887
2018-10-13,gdelt_news,0.0401
2018-10-14,gdelt_news,0.1
2018-10-15,gdelt_news,0.0304
2018-10-16,gdelt_news,0.0425
2018-10-17,gdelt_news,0.0323
2018-10-18,gdelt_news,0.0258
2018-10-19,gdelt_news,0.1199
2018-10-20,gdelt_news,0.0916
2018-10-21,gdelt_news,0.0707
2018-10-22,gdelt_news,0.0899
2018-10-23,gdelt_news,0.0416
2018-10-24,gdelt_news,0.016
2018-10-25,gdelt_news,0.07
2018-10-26,gdelt_news,0.0384
2018-10-27,gdelt_news,0.0256
2018-10-28,gdelt_news,0.0145
2018-10-29,gdelt_news,0.0313
2018-10-30,gdelt_news,0.0332
2018-10-31,gdelt_news,0.0279
2018-11-01,gdelt_news,0.0686
2018-11-02,gdelt_news,0.0757
2018-11-03,gdelt_news,0.0281
2018-11-04,gdelt_news,0.0169
2018-11-05,gdelt_news,0.0189
2018-11-06,gdelt_news,0.0365
2018-11-07,gdelt_news,0.0172
2018-11-08,gdelt_news,0.0337
2018-11-09,gdelt_news,0.0382
2018-11-10,gdelt_news,0.0544
2018-11-11,gdelt_news,0.0336
2018-11-12,gdelt_news,0.0614
2018-11-13,gdelt_news,0.106
2018-11-14,gdelt_news,0.0757
2018-11-15,gdelt_news,0.0534
2018-11-16,gdelt_news,0.0408
2018-11-17,gdelt_news,0.0814
2018-11-18,gdelt_news,0.1022
2018-11-19,gdelt_news,0.056
2018-11-20,gdelt_news,0.3145
2018-11-21,gdelt_news,0.0472
2018-11-22,gdelt_news,0.0318
2018-11-23,gdelt_news,0.062
2018-11-24,gdelt_news,0.1092
2018-11-25,gdelt_news,0.3744
2018-11-26,gdelt_news,0.0562
2018-11-27,gdelt_news,0.0952
2018-11-28,gdelt_news,0.0721
2018-11-29,gdelt_news,0.11
2018-11-30,gdelt_news,0.0888
2018-12-01,gdelt_news,0.0452
2018-12-02,gdelt_news,0.0844
2018-12-03,gdelt_news,0.0368
2018-12-04,gdelt_news,0.05
2018-12-05,gdelt_news,0.0521
2018-12-06,gdelt_news,0.1012
2018-12-07,gdelt_news,0.1289
2018-12-08,gdelt_news,0.0868
2018-12-09,gdelt_news,0.0156
2018-12-10,gdelt_news,0.0265
2018-12-11,gdelt_news,0.028
2018-12-12,gdelt_news,0.0228
2018-12-13,gdelt_news,0.1154
2018-12-14,gdelt_news,0.083
2018-12-15,gdelt_news,0.0437
2018-12-16,gdelt_news,0.0288
2018-12-17,gdelt_news,0.0464
2018-12-18,gdelt_news,0.0621
2018-12-19,gdelt_news,0.0499
2018-12-20,gdelt_news,0.0433
2018-12-21,gdelt_news,0.0236
2018-12-22,gdelt_news,0.0176
2018-12-23,gdelt_news,0.0818
2018-12-24,gdelt_news,0.0394
2018-12-25,gdelt_news,0.0189
2018-12-26,gdelt_news,0.0234
2018-12-27,gdelt_news,0.0234
2018-12-28,gdelt_news,0.0326
2018-12-29,gdelt_news,0.0454
2018-12-30,gdelt_news,0.0233
2018-12-31,gdelt_news,0.0331
2019-01-01,gdelt_news,0.0591
2019-01-02,gdelt_news,0.0463
2019-01-03,gdelt_news,0.0739
2019-01-04,gdelt_news,0.0488
2019-01-05,gdelt_news,0.0309
2019-01-06,gdelt_news,0.0228
2019-01-07,gdelt_news,0.0577
2019-01-08,gdelt_news,0.0396
2019-01-09,gdelt_news,0.029
2019-01-10,gdelt_news,0.0337
2019-01-11,gdelt_news,0.0518
